Minutes from midnight,Days,Is business,MAX BATP001,MIN BATP001,AVG BATP001,DIFF BATP001,SEC BATP001,MAX BATP002,MIN BATP002,AVG BATP002,DIFF BATP002,SEC BATP002,MAX BATP003,MIN BATP003,AVG BATP003,DIFF BATP003,SEC BATP003,MAX BATP004,MIN BATP004,AVG BATP004,DIFF BATP004,SEC BATP004,MAX BATP005,MIN BATP005,AVG BATP005,DIFF BATP005,SEC BATP005,MAX BATP006,MIN BATP006,AVG BATP006,DIFF BATP006,SEC BATP006,MAX BATP007,MIN BATP007,AVG BATP007,DIFF BATP007,SEC BATP007,MAX BATP008,MIN BATP008,AVG BATP008,DIFF BATP008,SEC BATP008,MAX BATP009,MIN BATP009,AVG BATP009,DIFF BATP009,SEC BATP009,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP012,MIN BATP012,AVG BATP012,DIFF BATP012,SEC BATP012,MAX BATP013,MIN BATP013,AVG BATP013,DIFF BATP013,SEC BATP013,MAX BATP101,MIN BATP101,AVG BATP101,DIFF BATP101,SEC BATP101,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP103,MIN BATP103,AVG BATP103,DIFF BATP103,SEC BATP103,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV008,MIN BATV008,AVG BATV008,DIFF BATV008,SEC BATV008,MAX BATV009,MIN BATV009,AVG BATV009,DIFF BATV009,SEC BATV009,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV012,MIN BATV012,AVG BATV012,DIFF BATV012,SEC BATV012,MAX BATV013,MIN BATV013,AVG BATV013,DIFF BATV013,SEC BATV013,MAX BATV101,MIN BATV101,AVG BATV101,DIFF BATV101,SEC BATV101,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,VAL D001,N D001,SEC D001,VAL D002,N D002,SEC D002,VAL D003,N D003,SEC D003,VAL L001,N L001,SEC L001,VAL L002,N L002,SEC L002,VAL L003,N L003,SEC L003,VAL L004,N L004,SEC L004,VAL L005,N L005,SEC L005,VAL L006,N L006,SEC L006,VAL L007,N L007,SEC L007,VAL L008,N L008,SEC L008,MAX LL001,MIN LL001,AVG LL001,DIFF LL001,SEC LL001,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS008,MIN LS008,AVG LS008,DIFF LS008,SEC LS008,MAX LS009,MIN LS009,AVG LS009,DIFF LS009,SEC LS009,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,MAX LS012,MIN LS012,AVG LS012,DIFF LS012,SEC LS012,MAX LS013,MIN LS013,AVG LS013,DIFF LS013,SEC LS013,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M005,N M005,SEC M005,VAL MA004,N MA004,SEC MA004,VAL MA006,N MA006,SEC MA006,VAL MA007,N MA007,SEC MA007,VAL MA008,N MA008,SEC MA008,VAL MA009,N MA009,SEC MA009,VAL MA010,N MA010,SEC MA010,VAL MA011,N MA011,SEC MA011,VAL MA012,N MA012,SEC MA012,VAL MA013,N MA013,SEC MA013,MAX T101,MIN T101,AVG T101,DIFF T101,SEC T101,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,TIME Toilet,TIME Eat_Lunch,TIME Drink,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Dinner,TIME Cook_Breakfast,TIME Take_Medicine,TIME Eat,TIME Cook_Lunch,TIME Watch_TV,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Evening_Meds,TIME Personal_Hygiene,TIME Morning_Meds,TIME Wash_Breakfast_Dishes,TIME Read,TIME Wash_Dinner_Dishes,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Breakfast,TIME Eat_Dinner,TIME Work_At_Table,TIME Work_On_Computer,TIME Wash_Lunch_Dishes,TO PREDICT
1276,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9020,0,8729.355555555556,9020,3484,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,6,1624,0,0,3600,0,4,86,0,1,2648,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,3010,0,0,3600,100,0,22.184166666666663,100,86,11,0,1.324722222222222,11,429,26,0,6.486666666666666,26,80,4,0,1.2822222222222222,4,860,25,0,8.344166666666666,25,82,10,0,6.253055555555555,10,59,18,0,16.03472222222222,18,7,23,0,22.45694444444445,23,3515,21,0,19.49944444444445,21,41,27,25,25.32638888888889,2,514,18,0,9.096666666666666,18,93,38,0,10.653333333333334,38,126,36,0,13.69111111111111,36,144,35,0,4.042777777777777,35,18,0,8,1622,0,24,71,0,0,3600,0,46,3,0,44,62,0,44,7,0,10,3378,0,46,40,0,14,3504,0,20,92,0,88,109,0,224,96,0,28,3005,0,0,0.0,0,3600,0,0,0.0,0,3600,26,0,19.752777777777776,26,2735,0,0,58,1474,9,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,332,0,0,0,0,0,9,0,0,0,0,0,0,Watch_TV
1336,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.1877777777777777,1,676,2,0,1.626111111111111,2,2927,17,0,16.7925,17,2809,24,0,21.946944444444444,24,399,21,0,20.124166666666667,21,1028,26,0,25.37638888888889,26,2293,16,0,15.799444444444443,16,3529,0,0,0.0,0,3600,34,0,16.295,34,1143,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,6,3526,0,0,3600,0,18,3404,0,12,3391,0,22,3415,0,14,2293,0,4,3529,0,0,3600,0,4,3532,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Work_On_Computer
1408,177,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,8960,0,8424.888888888889,8960,3385,0,0,0.0,0,3600,9240,0,1668.3333333333333,9240,650,0,0,0.0,0,3600,0,0,0.0,0,3600,9140,0,9079.066666666668,9140,3576,0,0,0.0,0,3600,9260,0,1224.3777777777775,9260,476,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,1,1,2834,0,0,3600,0,0,3600,0,0,3600,0,2,2447,0,1,3567,0,0,3600,0,2,2280,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,4,0,0.5419444444444445,4,1848,3,0,0.3505555555555555,3,1855,5,0,0.8861111111111111,5,1849,3,0,0.4288888888888889,3,1850,16,0,0.0666666666666666,16,3566,23,0,0.1147222222222222,23,3567,0,0,0.0,0,3600,26,0,0.1222222222222222,26,3567,17,0,7.2325,17,1676,34,0,11.758055555555556,34,1991,32,0,12.935277777777776,32,1992,36,0,9.538055555555555,36,2280,0,0,3600,0,14,2447,0,8,2449,0,8,2443,0,16,2447,0,6,3566,0,4,3578,0,16,2442,0,6,3582,0,6,2271,0,12,1465,0,114,2033,0,78,2273,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2264,0,0,0,0,0,34,0,0,0,0,0,493,0,0,0,0,0,639,0,Toilet
58,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,3054.6666666666665,9280,1185,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9280,0,2851.0222222222224,9280,1106,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,35,35,34.99027777777778,0,3600,0,0,0.0,0,3600,25,0,12.45138888888889,25,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
183,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9060,0,5395.733333333334,9060,2144,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9320,0,3712.4666666666662,9320,1434,9200,0,3667.222222222222,9200,1435,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3110,0,1326.0694444444443,3110,1535,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,10,1277,0,14,1277,0,0,3600,0,0,0.0,0,3600,25,25,24.99305555555556,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
288,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9240,9240,9237.433333333332,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.1661111111111111,1,598,1,0,0.1633333333333333,1,588,2,0,0.0427777777777777,2,77,4,0,0.3333333333333333,4,0,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,8,993,0,10,1001,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
348,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9020,0,1683.7333333333331,9020,672,0,0,0.0,0,3600,9220,9220,9217.43888888889,0,3600,0,0,0.0,0,3600,9120,0,7800.133333333333,9120,3079,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,16,3,4.668888888888889,13,1,9,0,5.476111111111111,9,591,15,0,3.995833333333333,15,79,20,0,6.016666666666667,20,3,3,0,0.4158333333333333,3,499,7,0,2.1222222222222222,7,406,7,0,2.2869444444444444,7,405,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
408,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9240,0,6370.466666666666,9240,2482,0,0,0.0,0,3600,9280,0,0.0,9280,0,0,0,0.0,0,3600,0,0,0.0,0,3600,9260,0,1306.6888888888889,9260,508,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,2,0,1.3255555555555556,2,1786,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,2,0,1.3788888888888888,2,83,25,0,20.4,25,10,30,19,26.994722222222222,11,600,21,0,15.366666666666667,21,688,26,0,19.23,26,612,8,0,6.821111111111111,8,508,15,0,11.113888888888887,15,1615,16,0,11.391666666666667,16,414,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,1,0,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
468,178,True,0,0,0.0,0,3600,99,0,31.7075,99,1153,100,0,54.52777777777778,100,1963,99,0,44.77,99,1628,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9320,0,2234.211111111111,9320,863,0,0,0.0,0,3600,9000,0,4907.5,9000,1963,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9300,0,6654.666666666667,9300,2576,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,864,1,2,1674,0,0,3600,1,1,2412,1,1,1981,1,1,2389,0,0,3600,0,0,3600,0,6,919,0,0,3600,0,0,0.0,0,3600,11,0,6.9688888888888885,11,273,30,0,16.461388888888887,30,295,35,0,20.1325,35,1086,28,0,17.64638888888889,28,890,12,0,7.685833333333333,12,874,31,0,20.35527777777778,31,221,34,0,24.17194444444445,34,1,20,0,15.905277777777778,20,270,26,0,19.95611111111111,26,1394,10,0,6.545,10,899,21,0,12.606388888888889,21,506,22,0,12.502777777777778,22,310,37,0,9.722777777777775,37,327,0,4,863,0,36,831,0,42,1078,0,32,858,0,144,889,0,28,814,0,0,3600,0,34,855,0,4,1988,0,14,899,0,27,2298,0,80,901,0,52,915,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,146,0,0,194,0,0,0,0,0,496,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,0,Morning_Meds
530,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9020,0,1628.611111111111,9020,650,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9180,0,1275.0,9180,500,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,1,3043,0,0,3600,0,0,3600,0,0,3600,0,2,2980,0,0,3600,0,0,3600,0,0,0.0,0,3600,9,0,2.428333333333333,9,2142,26,0,5.107222222222222,26,2449,32,0,5.484444444444445,32,3042,26,0,6.050277777777778,26,2452,11,0,2.196111111111111,11,1788,17,0,12.399444444444445,17,1190,16,0,6.143055555555556,16,50,14,0,9.9325,14,1194,21,10,14.445555555555556,11,1150,16,0,3.4625,16,1179,28,0,8.413333333333334,28,1191,36,0,8.391944444444444,36,500,1,0,0.1666666666666666,1,2796,0,0,3600,0,30,3256,0,16,3271,0,10,2980,0,34,3256,0,8,2984,0,0,3600,0,16,2981,0,0,3600,0,6,2979,0,14,3096,0,50,2891,0,0,3600,0,0,0.0,0,3600,26,0,21.244444444444444,26,584,0,0,0.0,0,3600,0,0,0,166,0,0,0,0,0,0,0,0,0,0,2976,0,0,0,0,0,0,0,32,103,0,0,0,0,0,181,0,0,0,0,Work_On_Computer
590,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3040,0,2497.0222222222224,3040,2957,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,1,210,0,0,3600,0,0,3600,0,0,3600,0,2,1681,0,0,3600,0,0,3600,0,0,0.0,0,3600,2,0,1.0266666666666666,2,348,27,0,2.7822222222222224,27,2,33,0,2.718611111111111,33,95,25,0,4.626388888888889,25,3,3,0,1.5352777777777775,3,210,17,0,14.194444444444445,17,218,20,0,13.738611111111112,20,220,15,10,11.761388888888888,5,217,20,0,16.057222222222222,20,221,18,0,6.156944444444444,18,311,37,0,12.831944444444444,37,429,38,0,12.828333333333331,38,429,0,0,0.0,0,3600,0,0,3600,1,45,2,0,20,95,0,38,210,1,101,3,0,48,218,0,4,220,0,52,217,0,6,221,0,18,309,0,0,3600,0,48,311,0,0,3600,0,0,0.0,0,3600,26,0,25.956666666666667,26,3594,0,0,0.0,0,3600,0,0,227,0,0,0,0,0,0,0,0,0,0,0,1732,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,815,0,Wash_Breakfast_Dishes
650,178,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9240,0,8932.0,9240,3480,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,11,0,9.40277777777778,11,950,28,23,24.510277777777777,5,1463,34,0,27.246666666666663,34,864,27,0,26.043333333333333,27,1460,14,0,11.26722222222222,14,258,30,0,22.01333333333333,30,260,32,0,24.487222222222226,32,339,24,0,18.5675,24,249,29,0,23.44361111111111,29,342,23,0,18.745555555555555,23,248,32,0,28.75333333333333,32,1041,33,0,27.37,33,847,3,0,2.8366666666666664,3,3404,0,0,3600,0,51,2658,0,24,2063,0,18,2646,0,103,2659,0,16,2650,0,14,2734,0,34,2648,0,20,2734,0,2,2643,0,0,3600,0,4,2635,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,Drink
